"conf	repacc	prova	specie	comprensorio	sex	age	prelievo	riserva	altitudine	statoc	sintomi	numcamp	identif	esito	esito2	esito3	finalita	mp	pr	comune	localita	anno	mese	dtprel"
"293592	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 5 Sebino	M	Cl 1: 13-24 mesi \ 1-2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Pisogne	Località Trentapassi	2021	8	2021-08-27 00:00:00.000"
"293932	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gussago	Località Rotonda Grande	2021	8	2021-08-28 00:00:00.000"
"293935	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gussago	Località Rotonda Grande	2021	8	2021-08-28 00:00:00.000"
"293937	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gussago	Località Rotonda Grande	2021	8	2021-08-28 00:00:00.000"
"293938	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gussago	Località Rotonda Grande	2021	8	2021-08-28 00:00:00.000"
"294526	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Iseo	Località Via San Tommaso	2021	8	2021-08-31 00:00:00.000"
"294529	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Ambito Territoriale di Caccia (A.T.C.) Unico	F	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Iseo	Località Via San Tommaso	2021	8	2021-08-31 00:00:00.000"
"294539	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	600	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Samoel	2021	8	2021-08-30 00:00:00.000"
"294557	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	500	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località georeferenziata Val D'Egoi	2021	8	2021-08-30 00:00:00.000"
"295534	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	900 m	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Malonno	Località Campelli Nazio	2021	8	2021-08-28 00:00:00.000"
"295583	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 1 Ponte di Legno	F	NULL	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Monno	Località ND	2021	8	2021-08-30 00:00:00.000"
"295590	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	LOC. PIANA CARE'	2021	8	2021-08-31 00:00:00.000"
"295594	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	LOC. RACCIA	2021	8	2021-08-31 00:00:00.000"
"295597	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 0: 0-12 mesi \ 0-1 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	LOC.BOA RACCIA	2021	8	2021-08-31 00:00:00.000"
"295758	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Patom	2021	9	2021-09-01 00:00:00.000"
"297152	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	700	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Costa	2021	9	2021-09-01 00:00:00.000"
"297197	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	700	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Volta	2021	9	2021-09-02 00:00:00.000"
"297239	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	1000	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Sernifà	2021	9	2021-09-01 00:00:00.000"
"298770	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Valle del Bimbo	2021	9	2021-09-02 00:00:00.000"
"298775	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Valle del Bimbo	2021	9	2021-09-02 00:00:00.000"
"298786	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Pozzone	2021	9	2021-09-02 00:00:00.000"
"298813	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Cadignano	2021	9	2021-09-02 00:00:00.000"
"298833	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Valvestino	Località Castagne Moerna	2021	9	2021-09-02 00:00:00.000"
"298839	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	Località Gaino sandalora	2021	9	2021-09-04 00:00:00.000"
"298863	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	700	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Valvestino	Località Arno	2021	9	2021-09-04 00:00:00.000"
"298910	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Somoel	2021	9	2021-09-02 00:00:00.000"
"298927	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Patom	2021	9	2021-09-05 00:00:00.000"
"298942	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Monticelli Brusati	Località Foina	2021	9	2021-09-02 00:00:00.000"
"299280	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Polzone	2021	9	2021-09-02 00:00:00.000"
"299487	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 7 Valle Sabbia	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	318	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Vestone	Località Gargnà	2021	9	2021-09-01 00:00:00.000"
"299496	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 7 Valle Sabbia	M	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	1800	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Bagolino	Località Bal	2021	9	2021-09-01 00:00:00.000"
"299545	Sede Territoriale di Lodi	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	M	NULL	trovato morto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	LO	Borghetto Lodigiano	Autostrada A1 Km 36	2021	9	2021-09-06 00:00:00.000"
"299850	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Monno	Località Mortirolo	2021	9	2021-09-04 00:00:00.000"
"299868	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Monno	Località Mortirolo	2021	9	2021-09-04 00:00:00.000"
"300340	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 5 Sebino	F	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Pisogne	Loc. Trentapassi	2021	9	2021-09-04 00:00:00.000"
"300349	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 5 Sebino	M	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Pisogne	Loc. Trentapassi	2021	9	2021-09-04 00:00:00.000"
"300353	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	500	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Valle del Bimbo	2021	9	2021-09-07 00:00:00.000"
"300428	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	200	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	Località Praitù	2021	9	2021-09-06 00:00:00.000"
"301835	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CAPRIOLO	NULL	F	Cl 1: 13-24 mesi \ 1-2 anni	trovato morto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Casalmaggiore	Agoiolo	2021	9	2021-09-05 00:00:00.000"
"301940	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	700	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Fornaci	2021	9	2021-09-06 00:00:00.000"
"301979	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	850	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Fornaci Nandì	2021	9	2021-09-06 00:00:00.000"
"302450	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	1400	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Edolo	Località Monno	2021	9	2021-09-06 00:00:00.000"
"302846	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Pis-Ravere	2021	9	2021-09-06 00:00:00.000"
"304787	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	550	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Avertis	2021	9	2021-09-08 00:00:00.000"
"304833	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 1: 13-24 mesi \ 1-2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	Località Piane Carè	2021	9	2021-09-07 00:00:00.000"
"304889	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Capo di Ponte	Località Deria	2021	9	2021-09-07 00:00:00.000"
"304914	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Artogne	Località Serre	2021	9	2021-09-08 00:00:00.000"
"304924	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Artogne	Località Serre	2021	9	2021-09-08 00:00:00.000"
"306487	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	1000	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Patom	2021	9	2021-09-09 00:00:00.000"
"306494	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	1000	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Patom	2021	9	2021-09-09 00:00:00.000"
"306508	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	1000	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Patom	2021	9	2021-09-09 00:00:00.000"
"306559	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Toscolano-Maderno	Località Golf Bogliaco	2021	9	2021-09-07 00:00:00.000"
"306676	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Polzone Brea	2021	9	2021-09-09 00:00:00.000"
"307455	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 7 Valle Sabbia	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	1000	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Pertica Alta	Località Casine	2021	9	2021-09-04 00:00:00.000"
"307777	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	1200	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Edolo	Località Prada	2021	9	2021-09-09 00:00:00.000"
"307785	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	600	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Polzone	2021	9	2021-09-08 00:00:00.000"
"307927	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	600	Fresco	Lesioni cutanee	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Località Somoel	2021	9	2021-09-11 00:00:00.000"
"308014	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Polzone Brea	2021	9	2021-09-12 00:00:00.000"
"308478	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CAPRIOLO	NULL	M	Cl 1: 13-24 mesi \ 1-2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Cappella Cantone	SS 415 KM 52+230	2021	9	2021-09-12 00:00:00.000"
"309546	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	700	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Località Val Degoi	2021	9	2021-09-13 00:00:00.000"
"309684	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	800	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Magasa	Località Anmo	2021	9	2021-09-13 00:00:00.000"
"310622	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	1300	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Monno	Località Cadret	2021	9	2021-09-11 00:00:00.000"
"310634	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	M	NULL	da prelievo venatorio - abbattuto	NULL	1600	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Corteno Golgi	Località Treerzet	2021	9	2021-09-11 00:00:00.000"
